First Name,Last Name,Common Name,Image Path,Club,Country
Sol,Campbell,,player_images\Sol Campbell_2.png,Unknown Club,Unknown Country
Michael,Ballack,,player_images\Michael Ballack_2.png,Unknown Club,Unknown Country
,,,player_images\nan nan_199.png,Unknown Club,Unknown Country
Jerzy,Dudek,,player_images\Jerzy Dudek_2.png,Unknown Club,Unknown Country
,,,player_images\nan nan_200.png,Unknown Club,Unknown Country
Alex,Scott,,player_images\Alex Scott_4.png,Unknown Club,Unknown Country
Ludovic,Giuly,,player_images\Ludovic Giuly_4.png,Unknown Club,Unknown Country
Tomas,Rosicky,,player_images\Tomas Rosicky_4.png,Unknown Club,Unknown Country
Dimitar,Berbatov,,player_images\Dimitar Berbatov_5.png,Unknown Club,Unknown Country
Cristian,Romero,,player_images\Cristian Romero_4.png,Unknown Club,Unknown Country
Domenico,Berardi,,player_images\Domenico Berardi_4.png,Unknown Club,Unknown Country
Paulo,Dybala,,player_images\Paulo Dybala_8.png,Unknown Club,Unknown Country
Kangin,Lee,,player_images\Kangin Lee.png,Unknown Club,Unknown Country
Khvicha,Kvaratskhelia,,player_images\Khvicha Kvaratskhelia_5.png,Unknown Club,Unknown Country
,Nani,Nani,player_images\nan Nani_3.png,Unknown Club,Unknown Country
Ronald,Araujo,,player_images\Ronald Araujo_5.png,Unknown Club,Unknown Country
Pierre-Emerick,Aubameyang,,player_images\Pierre-Emerick Aubameyang_4.png,Unknown Club,Unknown Country
Anderson,Talisca,,player_images\Anderson Talisca.png,Unknown Club,Unknown Country
Christine,Sinclair,,player_images\Christine Sinclair.png,Unknown Club,Unknown Country
Theo,Hernández,,player_images\Theo Hernández_5.png,Unknown Club,Unknown Country
Lauren,James,,player_images\Lauren James_4.png,Unknown Club,Unknown Country
Henrik,Larsson,,player_images\Henrik Larsson_2.png,Unknown Club,Unknown Country
Patrick,Kluivert,,player_images\Patrick Kluivert_2.png,Unknown Club,Unknown Country
Lucas,Hernández,,player_images\Lucas Hernández_3.png,Unknown Club,Unknown Country
Jonathan,Clauss,,player_images\Jonathan Clauss_4.png,Unknown Club,Unknown Country
Julián,Álvarez,,player_images\Julián Álvarez_4.png,Unknown Club,Unknown Country
Rafael,Leão,,player_images\Rafael Leão_6.png,Unknown Club,Unknown Country
Mats,Hummels,,player_images\Mats Hummels.png,Unknown Club,Unknown Country
,Rodrygo,Rodrygo,player_images\nan Rodrygo_6.png,Unknown Club,Unknown Country
Daphne,Corboz,,player_images\Daphne Corboz.png,Unknown Club,Unknown Country
Luka,Modric,,player_images\Luka Modric_7.png,Unknown Club,Unknown Country
,Zubeldia,Zubeldia,player_images\nan Zubeldia.png,Unknown Club,Unknown Country
Ian,Rush,,player_images\Ian Rush.png,Unknown Club,Unknown Country
,Grimaldo,Grimaldo,player_images\nan Grimaldo_5.png,Unknown Club,Unknown Country
Éder,Militão,,player_images\Éder Militão_3.png,Unknown Club,Unknown Country
Luis,Hernández,,player_images\Luis Hernández_2.png,Unknown Club,Unknown Country
,Oyarzabal,Oyarzabal,player_images\nan Oyarzabal_2.png,Unknown Club,Unknown Country
David,Alaba,,player_images\David Alaba_2.png,Unknown Club,Unknown Country
Sergej,Milinkovic-Savic,,player_images\Sergej Milinkovic-Savic_3.png,Unknown Club,Unknown Country
Ciro,Immobile,,player_images\Ciro Immobile.png,Unknown Club,Unknown Country
Leon,Goretzka,,player_images\Leon Goretzka_6.png,Unknown Club,Unknown Country
Roy,Keane,,player_images\Roy Keane_3.png,Unknown Club,Unknown Country
David,Trezeguet,,player_images\David Trezeguet_3.png,Unknown Club,Unknown Country
Kieran,Trippier,,player_images\Kieran Trippier_2.png,Unknown Club,Unknown Country
Lukáš,Hrádecký,,player_images\Lukáš Hrádecký.png,Unknown Club,Unknown Country
Ramos,García,,player_images\Ramos García_3.png,Unknown Club,Unknown Country
Lukáš,Hrádecký,,player_images\Lukáš Hrádecký_2.png,Unknown Club,Unknown Country
Kieran,Trippier,,player_images\Kieran Trippier_3.png,Unknown Club,Unknown Country
Ramos,García,,player_images\Ramos García_4.png,Unknown Club,Unknown Country
Raheem,Sterling,,player_images\Raheem Sterling_2.png,Unknown Club,Unknown Country
Raheem,Sterling,,player_images\Raheem Sterling_3.png,Unknown Club,Unknown Country
Roberto,Firmino,,player_images\Roberto Firmino_3.png,Unknown Club,Unknown Country
Roberto,Firmino,,player_images\Roberto Firmino_4.png,Unknown Club,Unknown Country
,,,player_images\nan nan_201.png,Unknown Club,Unknown Country
Dominic,Solanke,,player_images\Dominic Solanke.png,Unknown Club,Unknown Country
Fikayo,Tomori,,player_images\Fikayo Tomori.png,Unknown Club,Unknown Country
João,Félix,,player_images\João Félix_5.png,Unknown Club,Unknown Country
Ashley,Lawrence,,player_images\Ashley Lawrence.png,Unknown Club,Unknown Country
Antonio,Rüdiger,,player_images\Antonio Rüdiger_4.png,Unknown Club,Unknown Country
Alexis,Sánchez,,player_images\Alexis Sánchez_2.png,Unknown Club,Unknown Country
Kingsley,Coman,,player_images\Kingsley Coman_4.png,Unknown Club,Unknown Country
João,Félix,,player_images\João Félix_6.png,Unknown Club,Unknown Country
Kingsley,Coman,,player_images\Kingsley Coman_5.png,Unknown Club,Unknown Country
Fikayo,Tomori,,player_images\Fikayo Tomori_2.png,Unknown Club,Unknown Country
Antonio,Rüdiger,,player_images\Antonio Rüdiger_5.png,Unknown Club,Unknown Country
Alexis,Sánchez,,player_images\Alexis Sánchez_3.png,Unknown Club,Unknown Country
Ashley,Lawrence,,player_images\Ashley Lawrence_2.png,Unknown Club,Unknown Country
Gianluigi,Donnarumma,,player_images\Gianluigi Donnarumma_6.png,Unknown Club,Unknown Country
Pierre-Emerick,Aubameyang,,player_images\Pierre-Emerick Aubameyang_5.png,Unknown Club,Unknown Country
Julian,Brandt,,player_images\Julian Brandt.png,Unknown Club,Unknown Country
Diogo,Jota,,player_images\Diogo Jota_4.png,Unknown Club,Unknown Country
,,,player_images\nan nan_202.png,Unknown Club,Unknown Country
Katie,McCabe,,player_images\Katie McCabe_2.png,Unknown Club,Unknown Country
Trent,Alexander-Arnold,,player_images\Trent Alexander-Arnold_2.png,Unknown Club,Unknown Country
Castello,Lukeba,,player_images\Castello Lukeba.png,Unknown Club,Unknown Country
Trinity,Rodman,,player_images\Trinity Rodman_3.png,Unknown Club,Unknown Country
Dušan,Vlahovic,,player_images\Dušan Vlahovic_4.png,Unknown Club,Unknown Country
Mattéo,Guendouzi,,player_images\Mattéo Guendouzi.png,Unknown Club,Unknown Country
Olivier,Boscagli,,player_images\Olivier Boscagli.png,Unknown Club,Unknown Country
,Giménez,Giménez,player_images\nan Giménez_2.png,Unknown Club,Unknown Country
,Galeno,Galeno,player_images\nan Galeno.png,Unknown Club,Unknown Country
Zambo,Anguissa,,player_images\Zambo Anguissa.png,Unknown Club,Unknown Country
Kirian,Rodríguez,,player_images\Kirian Rodríguez.png,Unknown Club,Unknown Country
William,Saliba,,player_images\William Saliba_4.png,Unknown Club,Unknown Country
Takefusa,Kubo,,player_images\Takefusa Kubo_3.png,Unknown Club,Unknown Country
Vivianne,Miedema,,player_images\Vivianne Miedema_2.png,Unknown Club,Unknown Country
,,,player_images\nan nan_203.png,Unknown Club,Unknown Country
,,,player_images\nan nan_204.png,Unknown Club,Unknown Country
Ilkay,Gündogan,,player_images\Ilkay Gündogan_4.png,Unknown Club,Unknown Country
Khvicha,Kvaratskhelia,,player_images\Khvicha Kvaratskhelia_6.png,Unknown Club,Unknown Country
Pedro,Neto,,player_images\Pedro Neto.png,Unknown Club,Unknown Country
Riccardo,Orsolini,,player_images\Riccardo Orsolini.png,Unknown Club,Unknown Country
Theo,Hernández,,player_images\Theo Hernández_6.png,Unknown Club,Unknown Country
Yunus,Musah,,player_images\Yunus Musah_2.png,Unknown Club,Unknown Country
Rico,Lewis,,player_images\Rico Lewis.png,Unknown Club,Unknown Country
Michael,Olise,,player_images\Michael Olise.png,Unknown Club,Unknown Country
,,,player_images\nan nan_205.png,Unknown Club,Unknown Country
Joshua,Zirkzee,,player_images\Joshua Zirkzee_2.png,Unknown Club,Unknown Country
Axel,Disasi,,player_images\Axel Disasi.png,Unknown Club,Unknown Country
Ángel,Correa,,player_images\Ángel Correa_3.png,Unknown Club,Unknown Country
Alessandro,Bastoni,,player_images\Alessandro Bastoni_5.png,Unknown Club,Unknown Country
Ewa,Pajor,,player_images\Ewa Pajor_4.png,Unknown Club,Unknown Country
,Merino,Merino,player_images\nan Merino_3.png,Unknown Club,Unknown Country
Grace,Geyoro,,player_images\Grace Geyoro_7.png,Unknown Club,Unknown Country
,,,player_images\nan nan_206.png,Unknown Club,Unknown Country
Benjamin,André,,player_images\Benjamin André.png,Unknown Club,Unknown Country
Sandra,Starke,,player_images\Sandra Starke.png,Unknown Club,Unknown Country
,,,player_images\nan nan_207.png,Unknown Club,Unknown Country
Nahuel,Molina,,player_images\Nahuel Molina.png,Unknown Club,Unknown Country
Martin,Terrier,,player_images\Martin Terrier.png,Unknown Club,Unknown Country
,Raphinha,Raphinha,player_images\nan Raphinha_5.png,Unknown Club,Unknown Country
Rafael,Leão,,player_images\Rafael Leão_7.png,Unknown Club,Unknown Country
Dušan,Vlahovic,,player_images\Dušan Vlahovic_5.png,Unknown Club,Unknown Country
Jarrod,Bowen,,player_images\Jarrod Bowen_2.png,Unknown Club,Unknown Country
,,,player_images\nan nan_208.png,Unknown Club,Unknown Country
Matt,O'Riley,,player_images\Matt O'Riley.png,Unknown Club,Unknown Country
Alphonse,Areola,,player_images\Alphonse Areola.png,Unknown Club,Unknown Country
Alexander,Sørloth,,player_images\Alexander Sørloth_4.png,Unknown Club,Unknown Country
,Grimaldo,Grimaldo,player_images\nan Grimaldo_6.png,Unknown Club,Unknown Country
Anderson,Talisca,,player_images\Anderson Talisca_2.png,Unknown Club,Unknown Country
Rasmus,Højlund,,player_images\Rasmus Højlund_3.png,Unknown Club,Unknown Country
Alexander,Isak,,player_images\Alexander Isak.png,Unknown Club,Unknown Country
,,,player_images\nan nan_209.png,Unknown Club,Unknown Country
Mario,Götze,,player_images\Mario Götze_3.png,Unknown Club,Unknown Country
Pierre-Emerick,Aubameyang,,player_images\Pierre-Emerick Aubameyang_6.png,Unknown Club,Unknown Country
,,,player_images\nan nan_210.png,Unknown Club,Unknown Country
Carlton,Morris,,player_images\Carlton Morris.png,Unknown Club,Unknown Country
Anel,Ahmedhodžic,,player_images\Anel Ahmedhodžic.png,Unknown Club,Unknown Country
Benson,Manuel,,player_images\Benson Manuel.png,Unknown Club,Unknown Country
Robin,Gosens,,player_images\Robin Gosens.png,Unknown Club,Unknown Country
Sacha,Boey,,player_images\Sacha Boey.png,Unknown Club,Unknown Country
Robin,Gosens,,player_images\Robin Gosens_2.png,Unknown Club,Unknown Country
Radamel,Falcao,,player_images\Radamel Falcao.png,Unknown Club,Unknown Country
Maya,Yoshida,,player_images\Maya Yoshida.png,Unknown Club,Unknown Country
Denise,O'Sullivan,,player_images\Denise O'Sullivan.png,Unknown Club,Unknown Country
Nathan,Collins,,player_images\Nathan Collins.png,Unknown Club,Unknown Country
Nikita,Parris,,player_images\Nikita Parris.png,Unknown Club,Unknown Country
,Vitinha,Vitinha,player_images\nan Vitinha_4.png,Unknown Club,Unknown Country
Duván,Zapata,,player_images\Duván Zapata.png,Unknown Club,Unknown Country
Jamal,Musiala,,player_images\Jamal Musiala_7.png,Unknown Club,Unknown Country
Amine,Harit,,player_images\Amine Harit.png,Unknown Club,Unknown Country
Ainsley,Maitland-Niles,,player_images\Ainsley Maitland-Niles.png,Unknown Club,Unknown Country
Tijjani,Reijnders,,player_images\Tijjani Reijnders_2.png,Unknown Club,Unknown Country
Giacomo,Raspadori,,player_images\Giacomo Raspadori.png,Unknown Club,Unknown Country
Ainsley,Maitland-Niles,,player_images\Ainsley Maitland-Niles_2.png,Unknown Club,Unknown Country
,,,player_images\nan nan_211.png,Unknown Club,Unknown Country
Tajon,Buchanan,,player_images\Tajon Buchanan.png,Unknown Club,Unknown Country
Téji,Savanier,,player_images\Téji Savanier.png,Unknown Club,Unknown Country
Cyle,Larin,,player_images\Cyle Larin.png,Unknown Club,Unknown Country
Dodi,Lukébakio,,player_images\Dodi Lukébakio.png,Unknown Club,Unknown Country
Pierre,Lees-Melou,,player_images\Pierre Lees-Melou_4.png,Unknown Club,Unknown Country
Toni,Kroos,,player_images\Toni Kroos_3.png,Unknown Club,Unknown Country
Evan,Ferguson,,player_images\Evan Ferguson.png,Unknown Club,Unknown Country
Evan,Ferguson,,player_images\Evan Ferguson_2.png,Unknown Club,Unknown Country
Peter,Crouch,,player_images\Peter Crouch_2.png,Unknown Club,Unknown Country
,,,player_images\nan nan_212.png,Unknown Club,Unknown Country
Lamine,Camara,,player_images\Lamine Camara.png,Unknown Club,Unknown Country
Federico,Dimarco,,player_images\Federico Dimarco_4.png,Unknown Club,Unknown Country
Cristiano,Ronaldo,,player_images\Cristiano Ronaldo_8.png,Unknown Club,Unknown Country
Mats,Hummels,,player_images\Mats Hummels_2.png,Unknown Club,Unknown Country
,Rodrygo,Rodrygo,player_images\nan Rodrygo_7.png,Unknown Club,Unknown Country
Clara,Mateo,,player_images\Clara Mateo_3.png,Unknown Club,Unknown Country
Callum,Hudson-Odoi,,player_images\Callum Hudson-Odoi.png,Unknown Club,Unknown Country
Kaj,Sierhuis,,player_images\Kaj Sierhuis.png,Unknown Club,Unknown Country
Robbie,Keane,,player_images\Robbie Keane_2.png,Unknown Club,Unknown Country
Cengiz,Ünder,,player_images\Cengiz Ünder.png,Unknown Club,Unknown Country
Philip,Billing,,player_images\Philip Billing.png,Unknown Club,Unknown Country
,,,player_images\nan nan_213.png,Unknown Club,Unknown Country
Cole,Palmer,,player_images\Cole Palmer_5.png,Unknown Club,Unknown Country
Aymeric,Laporte,,player_images\Aymeric Laporte_2.png,Unknown Club,Unknown Country
Gianluca,Mancini,,player_images\Gianluca Mancini.png,Unknown Club,Unknown Country
Loïs,Openda,,player_images\Loïs Openda_7.png,Unknown Club,Unknown Country
Klara,Bühl,,player_images\Klara Bühl_2.png,Unknown Club,Unknown Country
,,,player_images\nan nan_214.png,Unknown Club,Unknown Country
Lindsey,Horan,,player_images\Lindsey Horan_2.png,Unknown Club,Unknown Country
,,,player_images\nan nan_215.png,Unknown Club,Unknown Country
Joe,Scally,,player_images\Joe Scally.png,Unknown Club,Unknown Country
Francesco,Caputo,,player_images\Francesco Caputo.png,Unknown Club,Unknown Country
Adam,Wharton,,player_images\Adam Wharton.png,Unknown Club,Unknown Country
Serhou,Guirassy,,player_images\Serhou Guirassy_3.png,Unknown Club,Unknown Country
,,,player_images\nan nan_216.png,Unknown Club,Unknown Country
Mara,Alber,,player_images\Mara Alber.png,Unknown Club,Unknown Country
,,,player_images\nan nan_217.png,Unknown Club,Unknown Country
Anders,Dreyer,,player_images\Anders Dreyer.png,Unknown Club,Unknown Country
Mara,Alber,,player_images\Mara Alber_2.png,Unknown Club,Unknown Country
,,,player_images\nan nan_218.png,Unknown Club,Unknown Country
Anders,Dreyer,,player_images\Anders Dreyer_2.png,Unknown Club,Unknown Country
,,,player_images\nan nan_219.png,Unknown Club,Unknown Country
Strahinja,Pavlovic,,player_images\Strahinja Pavlovic.png,Unknown Club,Unknown Country
Strahinja,Pavlovic,,player_images\Strahinja Pavlovic_2.png,Unknown Club,Unknown Country
Yukinari,Sugawara,,player_images\Yukinari Sugawara.png,Unknown Club,Unknown Country
Yukinari,Sugawara,,player_images\Yukinari Sugawara_2.png,Unknown Club,Unknown Country
Levent,Mercan,,player_images\Levent Mercan.png,Unknown Club,Unknown Country
Levent,Mercan,,player_images\Levent Mercan_2.png,Unknown Club,Unknown Country
Cameron,Puertas,,player_images\Cameron Puertas.png,Unknown Club,Unknown Country
Cameron,Puertas,,player_images\Cameron Puertas_2.png,Unknown Club,Unknown Country
Fridolina,Rolfö,,player_images\Fridolina Rolfö_3.png,Unknown Club,Unknown Country
Luka,Modric,,player_images\Luka Modric_8.png,Unknown Club,Unknown Country
Lucy,Bronze,,player_images\Lucy Bronze_3.png,Unknown Club,Unknown Country
Frenkie,de Jong,,player_images\Frenkie de Jong.png,Unknown Club,Unknown Country
Lautaro,Martínez,,player_images\Lautaro Martínez_8.png,Unknown Club,Unknown Country
Beth,Mead,,player_images\Beth Mead_2.png,Unknown Club,Unknown Country
Ewa,Pajor,,player_images\Ewa Pajor_5.png,Unknown Club,Unknown Country
Martin,Ødegaard,,player_images\Martin Ødegaard_6.png,Unknown Club,Unknown Country
Mike,Maignan,,player_images\Mike Maignan.png,Unknown Club,Unknown Country
Lena,Oberdorf,,player_images\Lena Oberdorf_6.png,Unknown Club,Unknown Country
Lina,Magull,,player_images\Lina Magull.png,Unknown Club,Unknown Country
Marcos,Marquinhos,Marquinhos,player_images\Marcos Marquinhos.png,Unknown Club,Unknown Country
Gregor,Kobel,,player_images\Gregor Kobel_3.png,Unknown Club,Unknown Country
Heung Min,Son,,player_images\Heung Min Son.png,Unknown Club,Unknown Country
Rose,Lavelle,,player_images\Rose Lavelle_3.png,Unknown Club,Unknown Country
Sandra,Paños Garcia,Sandra Paños,player_images\Sandra Paños Garcia.png,Unknown Club,Unknown Country
Gianluigi,Donnarumma,,player_images\Gianluigi Donnarumma_7.png,Unknown Club,Unknown Country
Manuel,Neuer,,player_images\Manuel Neuer.png,Unknown Club,Unknown Country
,,,player_images\nan nan_220.png,Unknown Club,Unknown Country
Nwankwo,Kanu,,player_images\Nwankwo Kanu_2.png,Unknown Club,Unknown Country
,Ramires,Ramires,player_images\nan Ramires_3.png,Unknown Club,Unknown Country
Steve,McManaman,,player_images\Steve McManaman_5.png,Unknown Club,Unknown Country
Harry,Kewell,,player_images\Harry Kewell_3.png,Unknown Club,Unknown Country
Tomas,Brolin,,player_images\Tomas Brolin_2.png,Unknown Club,Unknown Country
Hidetoshi,Nakata,,player_images\Hidetoshi Nakata_2.png,Unknown Club,Unknown Country
Jorge,Campos,,player_images\Jorge Campos_2.png,Unknown Club,Unknown Country
Claudio,Marchisio,,player_images\Claudio Marchisio_4.png,Unknown Club,Unknown Country
Dimitar,Berbatov,,player_images\Dimitar Berbatov_6.png,Unknown Club,Unknown Country
Yaya,Touré,,player_images\Yaya Touré_4.png,Unknown Club,Unknown Country
Iván,Córdoba,,player_images\Iván Córdoba_4.png,Unknown Club,Unknown Country
Rui Manuel,César Costa,,player_images\Rui Manuel César Costa.png,Unknown Club,Unknown Country
Joe,Cole,,player_images\Joe Cole_3.png,Unknown Club,Unknown Country
Emmanuel,Petit,,player_images\Emmanuel Petit_3.png,Unknown Club,Unknown Country
Xabi,Alonso,,player_images\Xabi Alonso_5.png,Unknown Club,Unknown Country
,Koné,Koné,player_images\nan Koné.png,Unknown Club,Unknown Country
Matheus,Cunha,,player_images\Matheus Cunha.png,Unknown Club,Unknown Country
,,,player_images\nan nan_221.png,Unknown Club,Unknown Country
Sakina,Karchaoui,,player_images\Sakina Karchaoui_8.png,Unknown Club,Unknown Country
Ian,Wright,,player_images\Ian Wright_4.png,Unknown Club,Unknown Country
Clarence,Seedorf,,player_images\Clarence Seedorf_3.png,Unknown Club,Unknown Country
Michael,Ballack,,player_images\Michael Ballack_3.png,Unknown Club,Unknown Country
Fernando,Torres,,player_images\Fernando Torres_3.png,Unknown Club,Unknown Country
Davor,Šuker,,player_images\Davor Šuker_3.png,Unknown Club,Unknown Country
Patrick,Kluivert,,player_images\Patrick Kluivert_3.png,Unknown Club,Unknown Country
Claude,Makélélé,,player_images\Claude Makélélé_3.png,Unknown Club,Unknown Country
John,Barnes,,player_images\John Barnes_2.png,Unknown Club,Unknown Country
Frank,Lampard,,player_images\Frank Lampard_2.png,Unknown Club,Unknown Country
David,Trezeguet,,player_images\David Trezeguet_4.png,Unknown Club,Unknown Country
Ian,Rush,,player_images\Ian Rush_2.png,Unknown Club,Unknown Country
Gianfranco,Zola,,player_images\Gianfranco Zola_3.png,Unknown Club,Unknown Country
Robert,Pirès,,player_images\Robert Pirès_4.png,Unknown Club,Unknown Country
Frank,Rijkaard,,player_images\Frank Rijkaard_2.png,Unknown Club,Unknown Country
Nemanja,Vidić,,player_images\Nemanja Vidić.png,Unknown Club,Unknown Country
Paulo,Dybala,,player_images\Paulo Dybala_9.png,Unknown Club,Unknown Country
João,Cancelo,,player_images\João Cancelo_5.png,Unknown Club,Unknown Country
N'Golo,Kanté,,player_images\N'Golo Kanté_7.png,Unknown Club,Unknown Country
,Dodô,Dodô,player_images\nan Dodô_2.png,Unknown Club,Unknown Country
Konrad,Laimer,,player_images\Konrad Laimer_2.png,Unknown Club,Unknown Country
Dries,Mertens,,player_images\Dries Mertens_2.png,Unknown Club,Unknown Country
Pedro,Gonçalves,,player_images\Pedro Gonçalves_2.png,Unknown Club,Unknown Country
Svenja,Huth,,player_images\Svenja Huth.png,Unknown Club,Unknown Country
Mohammed,Kudus,,player_images\Mohammed Kudus_4.png,Unknown Club,Unknown Country
André,Silva,,player_images\André Silva.png,Unknown Club,Unknown Country
Francis,Coquelin,,player_images\Francis Coquelin.png,Unknown Club,Unknown Country
Khvicha,Kvaratskhelia,,player_images\Khvicha Kvaratskhelia_7.png,Unknown Club,Unknown Country
,Pepe,Pepe,player_images\nan Pepe_3.png,Unknown Club,Unknown Country
Matteo,Darmian,,player_images\Matteo Darmian.png,Unknown Club,Unknown Country
Jonathan,Clauss,,player_images\Jonathan Clauss_5.png,Unknown Club,Unknown Country
,Pedro,Pedro,player_images\nan Pedro.png,Unknown Club,Unknown Country
Nemanja,Matic,,player_images\Nemanja Matic.png,Unknown Club,Unknown Country
Sergej,Milinkovic-Savic,,player_images\Sergej Milinkovic-Savic_4.png,Unknown Club,Unknown Country
Rafael,Leão,,player_images\Rafael Leão_8.png,Unknown Club,Unknown Country
,Rodrygo,Rodrygo,player_images\nan Rodrygo_8.png,Unknown Club,Unknown Country
Declan,Rice,,player_images\Declan Rice_5.png,Unknown Club,Unknown Country
Domenico,Berardi,,player_images\Domenico Berardi_5.png,Unknown Club,Unknown Country
Kevin,Trapp,,player_images\Kevin Trapp.png,Unknown Club,Unknown Country
Rafael,Leão,,player_images\Rafael Leão_9.png,Unknown Club,Unknown Country
Julián,Álvarez,,player_images\Julián Álvarez_5.png,Unknown Club,Unknown Country
Iago,Aspas,,player_images\Iago Aspas_2.png,Unknown Club,Unknown Country
Riyad,Mahrez,,player_images\Riyad Mahrez_4.png,Unknown Club,Unknown Country
Luis,Alberto,,player_images\Luis Alberto_2.png,Unknown Club,Unknown Country
Gennaro,Gattuso,,player_images\Gennaro Gattuso_3.png,Unknown Club,Unknown Country
,,,player_images\nan nan_222.png,Unknown Club,Unknown Country
Mykhailo,Mudryk,,player_images\Mykhailo Mudryk_4.png,Unknown Club,Unknown Country
Ollie,Watkins,,player_images\Ollie Watkins_4.png,Unknown Club,Unknown Country
Rick,Karsdorp,,player_images\Rick Karsdorp.png,Unknown Club,Unknown Country
Axel,Witsel,,player_images\Axel Witsel.png,Unknown Club,Unknown Country
Alex,Iwobi,,player_images\Alex Iwobi.png,Unknown Club,Unknown Country
Leah,Williamson,,player_images\Leah Williamson_2.png,Unknown Club,Unknown Country
Thiago,Silva,,player_images\Thiago Silva_2.png,Unknown Club,Unknown Country
Midge,Purce,,player_images\Midge Purce.png,Unknown Club,Unknown Country
,Grimaldo,Grimaldo,player_images\nan Grimaldo_7.png,Unknown Club,Unknown Country
Ousmane,Dembélé,,player_images\Ousmane Dembélé_6.png,Unknown Club,Unknown Country
Sidney,Govou,,player_images\Sidney Govou.png,Unknown Club,Unknown Country
Dirk,Kuyt,,player_images\Dirk Kuyt_2.png,Unknown Club,Unknown Country
Delphine,Cascarino,,player_images\Delphine Cascarino.png,Unknown Club,Unknown Country
James,Maddison,,player_images\James Maddison.png,Unknown Club,Unknown Country
,Thiago,Thiago,player_images\nan Thiago_2.png,Unknown Club,Unknown Country
Ledley,King,,player_images\Ledley King_2.png,Unknown Club,Unknown Country
Olivier,Giroud,,player_images\Olivier Giroud_3.png,Unknown Club,Unknown Country
Erin,Cuthbert,,player_images\Erin Cuthbert.png,Unknown Club,Unknown Country
Jean-Victor,Makengo,,player_images\Jean-Victor Makengo.png,Unknown Club,Unknown Country
Nicolò,Barella,,player_images\Nicolò Barella_7.png,Unknown Club,Unknown Country
Kingsley,Coman,,player_images\Kingsley Coman_6.png,Unknown Club,Unknown Country
Ronald,Araujo,,player_images\Ronald Araujo_6.png,Unknown Club,Unknown Country
Juan,Cuadrado,,player_images\Juan Cuadrado_2.png,Unknown Club,Unknown Country
Lukas,Klostermann,,player_images\Lukas Klostermann_2.png,Unknown Club,Unknown Country
,Bremer,Bremer,player_images\nan Bremer_4.png,Unknown Club,Unknown Country
Viktor,Tsygankov,,player_images\Viktor Tsygankov_2.png,Unknown Club,Unknown Country
Joe,Gomez,,player_images\Joe Gomez_2.png,Unknown Club,Unknown Country
Nabil,Fekir,,player_images\Nabil Fekir_3.png,Unknown Club,Unknown Country
Jeremie,Frimpong,,player_images\Jeremie Frimpong_5.png,Unknown Club,Unknown Country
Lars,Ricken,,player_images\Lars Ricken_2.png,Unknown Club,Unknown Country
Nwankwo,Kanu,,player_images\Nwankwo Kanu_3.png,Unknown Club,Unknown Country
,,,player_images\nan nan_223.png,Unknown Club,Unknown Country
,Ramires,Ramires,player_images\nan Ramires_4.png,Unknown Club,Unknown Country
Trent,Alexander-Arnold,,player_images\Trent Alexander-Arnold_3.png,Unknown Club,Unknown Country
Noussair,Mazraoui,,player_images\Noussair Mazraoui.png,Unknown Club,Unknown Country
Asisat,Oshoala,,player_images\Asisat Oshoala.png,Unknown Club,Unknown Country
Christian,Eriksen,,player_images\Christian Eriksen_2.png,Unknown Club,Unknown Country
Milan,Škriniar,,player_images\Milan Škriniar_2.png,Unknown Club,Unknown Country
Bukayo,Saka,,player_images\Bukayo Saka_8.png,Unknown Club,Unknown Country
Kieran,Trippier,,player_images\Kieran Trippier_4.png,Unknown Club,Unknown Country
Toni,Kroos,,player_images\Toni Kroos_4.png,Unknown Club,Unknown Country
Ismaël,Bennacer,,player_images\Ismaël Bennacer_3.png,Unknown Club,Unknown Country
Traoré,Diarra,,player_images\Traoré Diarra_2.png,Unknown Club,Unknown Country
Rasmus,Højlund,,player_images\Rasmus Højlund_4.png,Unknown Club,Unknown Country
Leroy,Sané,,player_images\Leroy Sané_3.png,Unknown Club,Unknown Country
Édouard,Mendy,,player_images\Édouard Mendy.png,Unknown Club,Unknown Country
Ferland,Mendy,,player_images\Ferland Mendy_3.png,Unknown Club,Unknown Country
Marcus,Thuram,,player_images\Marcus Thuram_2.png,Unknown Club,Unknown Country
,,,player_images\nan nan_224.png,Unknown Club,Unknown Country
Henrik,Larsson,,player_images\Henrik Larsson_3.png,Unknown Club,Unknown Country
Erling,Haaland,,player_images\Erling Haaland_10.png,Unknown Club,Unknown Country
Khéphren,Thuram,,player_images\Khéphren Thuram_4.png,Unknown Club,Unknown Country
Luca,Zidane,,player_images\Luca Zidane.png,Unknown Club,Unknown Country
Victor,Boniface,,player_images\Victor Boniface_5.png,Unknown Club,Unknown Country
,Taremi,Taremi,player_images\nan Taremi.png,Unknown Club,Unknown Country
,,,player_images\nan nan_225.png,Unknown Club,Unknown Country
Julie,Dufour,,player_images\Julie Dufour.png,Unknown Club,Unknown Country
Magdalena,Eriksson,,player_images\Magdalena Eriksson.png,Unknown Club,Unknown Country
,,,player_images\nan nan_226.png,Unknown Club,Unknown Country
Brahim,Díaz,,player_images\Brahim Díaz.png,Unknown Club,Unknown Country
Enzo,Fernández,,player_images\Enzo Fernández_2.png,Unknown Club,Unknown Country
Marcos,Llorente,,player_images\Marcos Llorente_2.png,Unknown Club,Unknown Country
